sex,fans_number,member_number,total_live_number,totalSales_revenue,totalSales_volume,live_number_within30.1,totalProductConversion_rate,average_uv_value,total_product_number,total_fans_change,total_video_number,average_videoLike_number,average_videoViewe_number,average_videoComment_number,average_femaleFans_rate,average_maleFans_rate,living_time(h),viewer_number,product_number,comment_number,sales_number,increaseFans_number,fans_rate,like_number,ProductConversion_rate,perSales,UV_value,lucky_bag,averageStay_time,interact_rate,femaleFans_rate,maleFans_rate,product_interest_Apparel,product_interest_Baby Care Products,product_interest_Beauty & Skincare,product_interest_Food & Beverages,product_interest_Household Products,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,18.004444444444445,348626,28,926,5269,8604,2.47,157150,1.51,351.89,5.318260829656996,71,97,3.35,89.57517761345512,10.424822386544877,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,17.005277777777778,346386,27,1269,4678,9051,2.61,169939,1.35,349.7,4.722722627357919,68,99,2.9,90.7516339869281,9.248366013071896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,18.00722222222222,323147,32,982,3413,6753,2.09,243970,1.06,347.74,3.6727774047105495,72,99,3.25,87.21642656068886,12.783573439311144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,17.008055555555554,313836,27,743,4136,7435,2.37,148455,1.32,343.56,4.527762908015651,67,96,3.13,89.98826094247862,10.011739057521382,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,17.01638888888889,280781,27,834,3020,5416,1.93,100032,1.08,345.9,3.720422678172669,66,84,3.15,88.98496240601503,11.015037593984962,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,17.019166666666667,266941,28,750,3699,6125,2.29,143463,1.39,352.59,4.885892388205633,67,94,3.3,89.16715200931858,10.83284799068142,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,17.025,262555,27,863,3269,6557,2.5,159608,1.25,347.66,4.328605435051704,68,99,3.54,89.2364990689013,10.763500931098696,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,17.016944444444444,250869,32,940,2997,5111,2.04,177252,1.19,344.32,4.113433704443355,68,100,3.4,87.99423393739704,12.005766062602966,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,17.011944444444445,246724,27,608,3035,5533,2.24,100441,1.23,346.5,4.262370097761061,68,91,3.45,89.2162639952858,10.783736004714202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,17.005555555555556,228201,30,710,3036,5384,2.36,116438,1.33,350.04,4.656973457609738,67,107,2.88,87.96583850931677,12.03416149068323,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,14.28138888888889,221558,29,637,2981,4638,2.09,88153,1.35,347.84,4.680124391807111,56,85,2.83,89.99454743729552,10.005452562704471,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,17.005,212068,27,609,3013,4319,2.04,110162,1.42,334.66,4.754814493464361,67,98,3.82,87.96218487394958,12.03781512605042,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,4.428333333333334,204435,33,1891,2568,3796,1.86,61912,1.26,350.07,4.397397705872282,15,89,2.6,87.59547815459823,12.404521845401772,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,15.988888888888887,128447,17,396,1650,2234,1.74,77226,1.28,327.81,4.211005317368253,16,56,2.43,84.02122641509435,15.978773584905662,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,16.02111111111111,124829,17,457,1437,1896,1.52,66489,1.15,319.44,3.677286527970263,16,59,2.68,84.70031545741324,15.29968454258675,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,16.001666666666665,124251,18,372,1494,1877,1.51,47690,1.2,327.31,3.93554176626345,88,69,1.3,90.03795066413662,9.962049335863378,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,15.995,119417,17,381,1589,2104,1.76,65678,1.33,329.75,4.387736251957427,16,61,2.52,87.32311320754717,12.67688679245283,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,16.00027777777778,112185,16,282,1307,1664,1.48,44267,1.17,335.9,3.913384142265009,16,56,2.48,85.45572074983839,14.544279250161605,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,15.99611111111111,109346,18,183,1477,1745,1.6,42737,1.35,333.82,4.50916357251294,87,64,1.58,91.8967052537845,8.103294746215495,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,15.993611111111113,105427,17,264,1355,1705,1.62,57417,1.29,327.93,4.214660381116792,14,66,2.49,87.14380384360504,12.856196156394963,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,15.684722222222222,103770,17,280,1288,1615,1.56,55093,1.24,324.17,4.023619543220584,16,54,2.63,86.59326424870466,13.406735751295336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2619347,102474,499,40030776.04,115032,34,1.3,4.51,89,219179,36,3905,6264377,121,8.87,91.13,15.98638888888889,99010,17,211,1163,1386,1.4,39281,1.17,328.57,3.85945864054136,16,57,2.53,86.28318584070797,13.716814159292037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2359987,122424,581,6439894.3,23952,11,1.55,4.33,40,-5137,35,2937,278041,333,7.99,92.01,6.3275,306726,23,7452,4051,25493,8.31,1885961,1.32,277.41,3.663770270534613,0,338,4.23,78.10783824263603,21.892161757363954,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,2359987,122424,581,6439894.3,23952,11,1.55,4.33,40,-5137,35,2937,278041,333,7.99,92.01,5.516111111111111,159132,23,2322,2650,1194,0.75,143871,1.67,303.21,5.049232084056003,0,107,1.6,95.5451348182884,4.454865181711607,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2359987,122424,581,6439894.3,23952,11,1.55,4.33,40,-5137,35,2937,278041,333,7.99,92.01,5.492222222222222,138044,23,2092,2172,910,0.66,116895,1.57,309.87,4.875495494190258,0,101,1.52,91.77679882525698,8.223201174743025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2359987,122424,581,6439894.3,23952,11,1.55,4.33,40,-5137,35,2937,278041,333,7.99,92.01,5.89,133356,27,1472,2612,1087,0.82,156829,1.96,184.8,3.619523680974234,0,109,2.62,93.41991341991344,6.58008658008658,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2359987,122424,581,6439894.3,23952,11,1.55,4.33,40,-5137,35,2937,278041,333,7.99,92.01,5.615277777777778,128312,24,1929,2359,666,0.52,129250,1.84,265.78,4.886292786333313,0,101,1.28,93.75582479030756,6.244175209692451,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2359987,122424,581,6439894.3,23952,11,1.55,4.33,40,-5137,35,2937,278041,333,7.99,92.01,6.120555555555556,122103,25,1346,3046,1150,0.94,77743,2.49,188.02,4.690406460119736,0,108,2.96,94.59908599916908,5.40091400083091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2359987,122424,581,6439894.3,23952,11,1.55,4.33,40,-5137,35,2937,278041,333,7.99,92.01,5.870833333333334,117390,26,1423,1772,800,0.68,136428,1.51,317.04,4.785776471590426,0,103,1.75,95.15774027879678,4.842259721203228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2359987,122424,581,6439894.3,23952,11,1.55,4.33,40,-5137,35,2937,278041,333,7.99,92.01,5.860833333333333,116635,27,1425,2242,878,0.75,93994,1.92,176.53,3.3934076392163584,0,100,2.57,94.61883408071748,5.381165919282512,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2359987,122424,581,6439894.3,23952,11,1.55,4.33,40,-5137,35,2937,278041,333,7.99,92.01,5.073333333333333,114856,24,2288,2593,607,0.53,142639,2.26,261.45,5.902523159434423,0,104,2.65,94.970703125,5.029296875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2359987,122424,581,6439894.3,23952,11,1.55,4.33,40,-5137,35,2937,278041,333,7.99,92.01,5.724444444444444,111937,28,1272,2289,941,0.84,97219,2.04,167.78,3.4309075640762217,0,102,2.7,94.0773372491434,5.922662750856583,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2359987,122424,581,6439894.3,23952,11,1.55,4.33,40,-5137,35,2937,278041,333,7.99,92.01,5.691944444444444,110724,24,1264,1918,729,0.66,93305,1.73,302.47,5.23943770095011,0,104,1.74,93.99209486166008,6.007905138339921,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2359987,122424,581,6439894.3,23952,11,1.55,4.33,40,-5137,35,2937,278041,333,7.99,92.01,5.3275,109926,24,1131,1766,557,0.51,170107,1.61,226.99,3.6466504739552064,0,95,2.15,93.93939393939394,6.0606060606060606,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2359987,122424,581,6439894.3,23952,11,1.55,4.33,40,-5137,35,2937,278041,333,7.99,92.01,5.779722222222222,98319,24,1825,2172,507,0.52,116612,2.21,253.39,5.59771865051516,0,105,1.76,94.37229437229438,5.627705627705628,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2359987,122424,581,6439894.3,23952,11,1.55,4.33,40,-5137,35,2937,278041,333,7.99,92.01,2.700833333333333,51573,1,1417,0,69,0.13,13806,0.0,0.0,0.0,0,144,1.97,94.4954128440367,5.504587155963304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.09888888888889,650118,39,2500,9427,12656,1.95,282725,1.45,388.02,5.62651359822841,68,104,3.12,91.58383035122598,8.416169648774023,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.13083333333333,483369,37,1615,4755,9824,2.03,320320,0.98,342.26,3.3668554774432637,218,110,3.35,90.86192291401947,9.138077085980518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,17.95722222222222,442468,37,2005,3811,6723,1.52,242289,0.86,308.14,2.6539962522159573,118,111,2.71,90.2859606265268,9.7140393734732,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.13111111111111,422501,39,2563,3995,6634,1.57,265543,0.95,319.2,3.0182631705294223,71,112,3.04,91.19513484928608,8.804865150713908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.163611111111116,397373,39,2051,4062,6687,1.68,276433,1.02,329.77,3.370902875617763,71,112,3.16,90.26355318858393,9.736446811416084,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.038611111111116,387819,39,2298,4245,6519,1.68,247902,1.09,332.38,3.6381984160832266,69,115,3.39,91.32183162537294,8.67816837462706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.122777777777777,380365,37,1301,3822,6359,1.67,264814,1.0,307.19,3.0867526563921674,168,107,3.09,90.06183745583039,9.93816254416961,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.034444444444443,375039,36,1675,3496,5786,1.54,285448,0.93,310.21,2.8917158411443578,217,110,3.32,90.67868206139116,9.321317938608844,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.0675,365472,37,1745,3757,7317,2.0,325711,1.03,297.27,3.055878023333027,169,109,3.1,90.57060693204176,9.429393067958229,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.069444444444443,358061,37,1173,3043,5053,1.41,271216,0.85,301.41,2.561585100871873,413,101,3.6,89.82494529540482,10.175054704595189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.108888888888888,349860,37,1402,3428,6435,1.84,309785,0.98,311.17,3.0488754783858374,563,104,3.67,89.97697412975755,10.023025870242448,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.050833333333333,341188,37,1188,3306,7743,2.27,371881,0.97,318.21,3.0833539626976005,1010,107,4.03,88.35325877362129,11.646741226378712,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.14333333333333,333227,38,1244,3021,4826,1.45,321670,0.91,277.92,2.51955644176796,562,109,4.0,89.71801010907157,10.28198989092844,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.023888888888887,315938,35,870,2880,4419,1.4,319756,0.91,272.63,2.4851741353309813,551,104,3.45,90.8989834815756,9.101016518424396,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.16,309691,38,981,3334,4520,1.46,279338,1.08,348.53,3.75209340445767,77,105,3.58,90.32206632653062,9.677933673469388,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.148055555555555,304080,37,1579,2723,4173,1.37,346578,0.9,290.14,2.5981596223710874,616,116,4.12,88.32740213523131,11.672597864768685,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.041666666666668,262266,37,1594,1819,3608,1.38,232965,0.69,258.31,1.7915431279693137,107,107,2.87,89.1961565502695,10.80384344973049,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.08222222222222,258744,37,1553,2447,3249,1.26,220092,0.95,284.07,2.686523699248205,217,126,3.57,88.71306005719734,11.28693994280267,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,17.912777777777777,251912,38,1707,1846,3449,1.37,192929,0.73,285.2,2.089934371401208,128,96,3.03,90.20881670533645,9.791183294663574,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,18.023611111111112,242686,37,680,1878,3336,1.37,192579,0.77,277.89,2.1504061947445576,147,101,3.49,88.82328131590046,11.176718684099535,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2331822,162922,933,29082146.35,91655,54,0.99,3.14,52,121776,24,1739,107991,110,9.61,90.39,13.647777777777778,237612,39,907,2631,3558,1.5,228080,1.11,335.55,3.7154330486297846,81,97,3.88,90.25961720674626,9.740382793253742,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
